X-axis angular rate(°/s),Z-axis angular rate(°/s),Z-axis angular rate(°/s),X-axis acceleration(m/s2),Z-axis acceleration(m/s2),Y-axis acceleration(m/s2),Number of satellites,HDOP,GNSS North Velocity(m/s),GNSS UP Velocity(m/s),GNSS East Velocity(m/s),GNSS height(m),GNSS longitude(°),GNSS latitude(°),Barometer height(m),GNSS calculation of heading(°)
-0.053153,-0.01495,-0.009393,-0.140075,9.844632,0.074304,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.015329,-0.016519,0.031192,-0.136078,9.81262,0.0801,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.107853,-0.017513,0.012105,-0.123683,9.782601,0.076975,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.126248,-0.011089,0.014318,-0.120609,9.764658,0.062695,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.130531,0.010799,0.041408,-0.116562,9.760594,0.054128,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.16354,0.021001,0.015536,-0.111635,9.763509,0.046418,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.124358,0.028862,-0.016471,-0.114017,9.77057,0.03203,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
0.043727,0.044303,-0.006803,-0.12211,9.794446,0.021275,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.014603,0.043644,0.004764,-0.131495,9.818398,0.017082,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.038805,0.025645,0.006085,-0.133385,9.835456,0.016795,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.031381,-0.002241,0.001137,-0.13351,9.841941,0.020943,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.002282,-0.031108,-0.010717,-0.137132,9.821721,0.026735,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.010483,-0.044298,-0.03295,-0.13791,9.800409,0.025534,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.037388,-0.043683,-0.029835,-0.137871,9.801131,0.023021,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.018033,-0.03833,-0.021924,-0.139541,9.796474,0.025453,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.024973,-0.01524,-0.037743,-0.142449,9.784394,0.035249,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.077801,0.016876,-0.004809,-0.143305,9.777369,0.043108,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.122779,0.038114,0.038037,-0.136073,9.775537,0.046166,21,0.83983,-0.035794,0.034699,-0.01868,43.33659,116.3407264,40.004404,43.379112,-169.540649
-0.148615,0.037495,0.053241,-0.131473,9.787332,0.059756,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.14465,0.013829,0.070343,-0.128823,9.800777,0.075657,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.090546,-0.008884,0.06255,-0.123119,9.808978,0.085859,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.00548,-0.023986,0.035708,-0.116895,9.808551,0.087835,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.027769,-0.037123,0.012625,-0.114723,9.805324,0.082182,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.051237,-0.032296,0.000767,-0.115288,9.818519,0.076271,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.110971,-0.011743,-0.024924,-0.115664,9.820387,0.071897,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.143875,0.012911,-0.054731,-0.119585,9.800047,0.063039,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.123174,0.037031,-0.032654,-0.12469,9.786464,0.050883,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.095028,0.050803,-0.006821,-0.128418,9.780784,0.045247,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.095839,0.052323,-0.011677,-0.132825,9.783569,0.041191,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.096286,0.040503,-0.003544,-0.136173,9.787609,0.035022,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.072852,0.009489,0.010256,-0.139048,9.786522,0.025035,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.060074,-0.026049,0.009856,-0.136287,9.802741,0.019,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
0.048056,-0.029338,-0.000448,-0.135389,9.821748,0.013083,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.011102,-0.025681,0.001178,-0.136348,9.826485,0.003765,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.073582,-0.02243,0.018655,-0.132135,9.830604,0.005891,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.070741,-0.009593,0.013402,-0.13066,9.815183,0.015779,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.096358,0.013047,-0.014972,-0.129353,9.790669,0.022889,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.151726,0.022636,0.000274,-0.124158,9.78248,0.036976,22,0.766308,-0.002244,-0.016748,-0.034584,43.329163,116.3407265,40.004404,43.422001,-169.542603
-0.11729,0.011691,0.003504,-0.1223,9.777335,0.055429,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.056044,0.009079,-0.018343,-0.125538,9.767417,0.064346,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.042778,-0.00243,0.000897,-0.132526,9.767035,0.066269,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.036132,-0.016909,0.028061,-0.13416,9.782882,0.072443,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.010988,-0.020708,0.022618,-0.129644,9.800399,0.073377,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.014004,-0.019875,0.013888,-0.130156,9.812661,0.07192,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.0105,-0.013298,0.018724,-0.128128,9.81951,0.073317,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.007178,-0.000058,0.001519,-0.126821,9.816712,0.07048,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.022548,0.016724,-0.01831,-0.130565,9.807151,0.065615,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.052342,0.020048,-0.022546,-0.134629,9.793492,0.05338,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.095125,0.024644,-0.022982,-0.134614,9.790147,0.044705,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.138453,0.022048,-0.021798,-0.129411,9.794116,0.04246,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.147104,0.005865,-0.006282,-0.126887,9.792388,0.035597,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.111293,-0.004168,0.013944,-0.130203,9.787869,0.028143,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
0.048758,-0.005183,0.02559,-0.130375,9.793547,0.021298,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.013364,0.00883,0.03013,-0.125896,9.804063,0.018004,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.061815,0.019931,0.019213,-0.127187,9.806698,0.021156,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.114105,0.022015,0.010579,-0.132566,9.803249,0.026757,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.148409,0.017657,0.005149,-0.130052,9.805951,0.03516,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.127674,0.002763,-0.00425,-0.121934,9.809506,0.044352,22,0.766308,0.063004,-0.012595,0.00982,43.327652,116.3407265,40.004404,43.333652,-169.634247
-0.080503,-0.009272,-0.012103,-0.12197,9.805381,0.05595,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.043175,-0.016717,0.002698,-0.127488,9.802594,0.058296,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.016854,-0.020916,0.010694,-0.129693,9.799976,0.057823,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.000575,-0.02014,-0.002823,-0.128691,9.79594,0.065248,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.005379,-0.012782,-0.012698,-0.128947,9.792964,0.068669,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.01766,0.005773,-0.011206,-0.127099,9.792738,0.071873,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.04127,0.014001,-0.01172,-0.128389,9.796184,0.074019,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.031449,0.014093,-0.016197,-0.131545,9.79461,0.068741,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.009973,0.012368,-0.016598,-0.133023,9.792841,0.061739,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.011355,0.007107,-0.00174,-0.133218,9.795803,0.060338,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.054889,-0.001244,0.006529,-0.127351,9.802404,0.060423,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.102887,-0.011337,-0.000924,-0.124705,9.805719,0.056137,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.109312,-0.009203,0.007947,-0.126041,9.805563,0.048148,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.108178,-0.003688,0.00828,-0.126825,9.80805,0.038306,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.102257,0.013722,-0.016513,-0.128747,9.805928,0.031149,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
0.058405,0.029129,-0.02742,-0.130368,9.796922,0.023662,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.007243,0.02548,-0.017237,-0.127465,9.792723,0.023905,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.055048,0.013273,-0.009969,-0.128808,9.78975,0.026945,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.068774,0.000834,-0.005908,-0.135116,9.785789,0.029321,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.076537,-0.016738,0.008809,-0.13838,9.785397,0.034353,22,0.766308,-0.023882,0.019728,0.003358,43.322853,116.3407265,40.004404,43.396267,-169.714218
-0.071681,-0.03481,0.019642,-0.137403,9.788262,0.038806,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.042508,-0.031684,0.012729,-0.135462,9.793127,0.044618,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.029718,-0.013463,0.016414,-0.134229,9.80062,0.049972,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.035962,0.010246,0.030094,-0.130689,9.809789,0.052237,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.040414,0.02993,0.015314,-0.129627,9.813984,0.054913,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.035573,0.035606,-0.01042,-0.131865,9.808578,0.058319,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.02942,0.031552,-0.013795,-0.131686,9.802438,0.061726,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.028396,0.02143,-0.007568,-0.123433,9.799519,0.066685,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.013503,0.006339,-0.006181,-0.119323,9.795116,0.069012,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.007945,-0.010378,-0.008196,-0.125355,9.787704,0.062971,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.023339,-0.028612,-0.004706,-0.129542,9.782956,0.062544,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.051589,-0.031798,-0.000794,-0.125923,9.786922,0.061759,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.071609,-0.020853,0.000474,-0.12172,9.794827,0.050839,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.058861,0.004013,0.005219,-0.123328,9.802315,0.044435,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.04549,0.031086,0.003783,-0.12949,9.80847,0.041879,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.04368,0.037091,-0.005089,-0.130037,9.810614,0.038674,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
0.014314,0.028786,-0.012347,-0.130989,9.811522,0.039449,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.011323,0.020143,-0.02043,-0.135648,9.80908,0.035607,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.008653,0.009947,-0.02744,-0.133921,9.802854,0.029632,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.01109,-0.014017,-0.025508,-0.134279,9.799039,0.033665,22,0.766308,0.011293,0.008584,-0.008771,43.319454,116.3407265,40.004404,43.366024,-169.76088
-0.019053,-0.031885,-0.012616,-0.133881,9.793424,0.043503,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.018759,-0.036674,-0.001006,-0.128666,9.786907,0.047794,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.027411,-0.027472,0.005754,-0.122708,9.789116,0.045802,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.043378,-0.004086,0.007443,-0.118763,9.791654,0.047543,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.058651,0.020621,0.017482,-0.121164,9.792539,0.051849,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.062195,0.034506,0.017453,-0.122646,9.798157,0.057477,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.0577,0.03043,0.001671,-0.122676,9.807193,0.057563,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.047843,0.021099,-0.007028,-0.126843,9.810015,0.05832,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.033282,0.012472,-0.014519,-0.126851,9.807837,0.061053,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.022691,-0.001877,-0.015708,-0.12852,9.806564,0.060986,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.005014,-0.018609,-0.019131,-0.13299,9.802611,0.060364,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.027696,-0.020109,-0.014835,-0.133838,9.792583,0.056725,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.043961,-0.019364,-0.002646,-0.132706,9.786117,0.055754,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.046758,-0.008476,0.003836,-0.128194,9.788195,0.055357,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.050178,0.010531,0.007607,-0.122894,9.793588,0.051773,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.043543,0.026463,0.009358,-0.125015,9.796172,0.045849,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.021496,0.036805,0.013012,-0.128628,9.79946,0.042446,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.009825,0.026995,0.002872,-0.125191,9.804961,0.041883,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
0.00177,0.01736,-0.014336,-0.127521,9.806791,0.038536,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.015251,0.008555,-0.003071,-0.133431,9.80789,0.034702,22,0.766308,-0.043046,0.007712,-0.010047,43.316498,116.3407265,40.0044041,43.326588,-169.794327
-0.019416,-0.010538,0.012591,-0.12961,9.803704,0.032941,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.004193,-0.023834,0.005766,-0.125345,9.797117,0.035524,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.007881,-0.024241,-0.014383,-0.124907,9.793566,0.039529,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.026815,-0.012587,-0.014875,-0.126855,9.789149,0.043637,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.031863,0.005645,-0.011508,-0.126943,9.7894,0.046075,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.037527,0.015194,-0.009933,-0.123069,9.790797,0.050109,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.046796,0.019958,0.002501,-0.126506,9.792691,0.054061,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.039182,0.020576,0.010865,-0.131059,9.798827,0.050971,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.025129,0.016036,0.002984,-0.131047,9.80385,0.049834,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.035004,0.003057,-0.00109,-0.129614,9.805942,0.052877,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
-0.032913,-0.014867,-0.005527,-0.133546,9.806049,0.055148,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.006651,-0.033705,-0.018572,-0.13749,9.801826,0.056748,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.026849,-0.035901,-0.009114,-0.134274,9.795018,0.058695,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.022953,-0.022302,0.01117,-0.129213,9.790919,0.053368,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.030488,-0.007525,0.01266,-0.125474,9.790154,0.051198,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.043801,0.005241,-0.00413,-0.125929,9.787232,0.05063,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.037978,0.031773,-0.003646,-0.128132,9.789798,0.046484,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.019286,0.053338,0.008435,-0.127786,9.795698,0.046221,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.02035,0.050732,0.000492,-0.127084,9.798375,0.046141,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.021179,0.026776,-0.008943,-0.129152,9.802132,0.042719,22,0.766308,-0.015472,0.004257,-0.006388,43.312271,116.3407265,40.004404,43.471779,-169.780334
0.004144,0.004129,-0.011643,-0.126323,9.808478,0.040442,22,0.766308,-0.069307,0.019525,-0.014103,43.30954,116.3407265,40.004404,43.304779,-169.805756
